C.D.S.  -  SIMBAD4 rel 1.6  -  2018.04.29CEST19:43:33

coord 05 38 55.526-69 04 26.72 (ICRS, J2000, 2000.0), radius: 10 arcmin
-----------------------------------------------------------------------

Number of objects : 3343

 #  |dist(asec)|          identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |            spec. type             |#bib|#not
----|----------|------------------------------|---|---------------------------|------|------|------|------|------|-----------------------------------|----|----
2707|    445.18|[SDP2012] 3 73                |pr?|05 39 35.12 -69 10 58.4    |     ~|     ~|22.845|     ~|21.975|~                                  |   1|   0
2708|    446.19|2MASS J05381390-6910535       |LP*|05 38 13.909 -69 10 53.52  |     ~|     ~|18.273|     ~|15.892|~                                  |   1|   0
2709|    446.48|IRSF J05381827-6911064        |*  |05 38 18.277 -69 11 06.37  |     ~|15.44 |15.45 |     ~|     ~|B2III                              |   4|   0
2710|    446.63|[SDP2012] 3 120               |pr?|05 39 51.66 -69 09 57.5    |     ~|     ~|22.732|     ~|22.178|~                                  |   1|   0
2711|    447.13|VFTS 82                       |*  |05 37 36.082 -69 06 44.90  |     ~|13.55 |13.61 |     ~|     ~|B0.5Ib-Iab                         |   6|   0
2712|    447.45|SHV 0539043-685836            |Mi*|05 38 45.08 -68 57 02.8    |     ~|     ~|17.427|14.273|14.591|C                                  |   3|   0
2713|    448.66|IRSF J05380886-6910399        |*  |05 38 08.932 -69 10 39.93  |     ~|17.28 |16.83 |     ~|     ~|B1III                              |   4|   0
2714|    448.83|[H88b] 104                    |Cld|05 39 36.0 -69 11 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2715|    449.26|2MASS J05375795-6909540       |*  |05 37 57.96 -69 09 54.0    |14.442|15.385|15.182|15.98 |15.422|B2V                                |   5|   0
2716|    449.53|OGLE LMC-RRLYR-21224          |RR*|05 40 06.27 -69 00 25.9    |     ~|     ~|19.805|     ~|19.182|~                                  |   1|   0
2717|    449.62|2MASS J05375194-6909208       |*  |05 37 51.94 -69 09 20.9    |     ~|14.52 |14.7  |     ~|     ~|O7.5III((f))                       |   8|   0
2718|    449.79|OGLE LMC-RRLYR-20890          |RR*|05 38 55.99 -69 11 56.5    |     ~|     ~|20.104|     ~|19.125|~                                  |   2|   0
2719|    449.87|[JGB98] 30 Dor-20             |MoC|05 39 39.9 -69 10 49       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2720|    450.04|IRSF J05383262-6857140        |*  |05 38 32.600 -68 57 13.86  |     ~|15.68 |15.58 |     ~|     ~|B1-2IIIe+                          |   5|   0
2721|    450.55|VFTS 302                      |*  |05 38 19.003 -69 11 12.80  |     ~|15.85 |15.53 |     ~|     ~|B1.5Ib                             |   6|   0
2722|    450.98|[H88b] 65                     |Cld|05 37 36.0 -69 02 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2723|    451.49|VFTS 67                       |*  |05 37 33.360 -69 02 47.57  |     ~|16.99 |16.83 |     ~|     ~|O9.5Vz                             |   6|   0
2724|    451.82|VFTS 742                      |*  |05 39 06.410 -68 56 58.70  |     ~|16.91 |16.93 |     ~|     ~|B2V                                |   4|   0
2725|    452.96|2MASS J05394362-6910396       |LP*|05 39 43.628 -69 10 39.65  |     ~|18    |16.388|     ~|14.615|~                                  |   2|   0
2726|    453.33|VFTS 305                      |*  |05 38 19.220 -68 57 37.48  |     ~|16.49 |16.59 |     ~|     ~|B2:V                               |   5|   0
2727|    453.51|HD 269883                     |WR*|05 37 40.494 -69 07 57.71  |13.454|14.184|14.077|14.03 |13.492|WN7h                               |  15|   0
2728|    453.55|IRSF J05374160-6908087        |*  |05 37 41.589 -69 08 08.65  |     ~|16.41 |16.21 |     ~|     ~|B1IV                               |   4|   0
2729|    453.63|UCAC2 1803303                 |SB*|05 37 54.440 -69 09 41.53  |12.897|13.591|13.702|13.92 |13.631|O9III                              |   7|   0
2730|    453.71|SK -68 140                    |Em*|05 38 57.18 -68 56 53.1    |     ~|12.81 |12.71 |12.89 |     ~|B0.7Ib-IabNwk                      |  19|   0
2731|    453.74|IRSF J05401725-6906272        |*  |05 40 17.243 -69 06 27.19  |     ~|15.6  |15.66 |     ~|     ~|B0.5III                            |   5|   0
2732|    453.77|VFTS 148                      |SB*|05 37 46.280 -69 00 06.29  |     ~|16    |16.04 |     ~|     ~|O9.7II-III(n)                      |   6|   0
2733|    453.91|[SDP2012] 3 77                |pr?|05 39 34.80 -69 11 09.2    |     ~|     ~|20.584|     ~|19.214|~                                  |   1|   0
2734|    454.07|VFTS 109                      |*  |05 37 40.6000 -69 07 59.993|     ~|16.53 |16.6  |     ~|     ~|O9.7II:n                           |   9|   0
2735|    454.62|2MASS J05373067-6904344       |LP*|05 37 30.675 -69 04 34.47  |     ~|     ~|17.925|     ~|15.354|~                                  |   1|   0
2736|    454.84|VFTS 85                       |*  |05 37 36.520 -69 01 41.35  |     ~|16.4  |16.48 |     ~|     ~|B1.5V                              |   5|   0
2737|    455.01|VFTS 71                       |*  |05 37 34.210 -69 06 39.27  |     ~|16.68 |16.65 |     ~|     ~|B1:V                               |   5|   0
2738|    455.46|2MASS J05374036-6900549       |LP*|05 37 40.362 -69 00 54.93  |     ~|     ~|16.965|14.639|14.499|~                                  |   2|   0
2739|    455.50|2MASS J05383199-6911445       |*  |05 38 31.995 -69 11 44.53  |     ~|18.63 |16.92 |     ~|     ~|~                                  |   1|   0
2740|    456.02|[SDP2012] 3 127               |pr?|05 39 49.79 -69 10 18.6    |     ~|     ~|22.266|     ~|21.464|~                                  |   1|   0
2741|    456.47|[NO95] 16                     |X  |05 37 47.3 -69 09 01       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2742|    456.90|H88 303                       |Cl*|05 39 07.0 -68 56 54       |     ~|     ~|     ~|     ~|     ~|~                                  |   4|   0
2743|    456.92|[M2002] LMC 168477            |SB*|05 37 30.738 -69 05 17.47  |     ~|15.49 |15.35 |15.30 |15.28 |O8.5V+O9V                          |   8|   0
2744|    457.30|[SDP2012] 3 131               |pr?|05 39 49.16 -69 10 23.0    |     ~|     ~|21.545|     ~|21.103|~                                  |   1|   0
2745|    457.38|[SDP2012] 3 83                |pr?|05 39 39.97 -69 10 57.6    |     ~|     ~|21.817|     ~|21.229|~                                  |   1|   0
2746|    457.90|[SDP2012] 3 117               |pr?|05 39 47.75 -69 10 29.7    |     ~|     ~|22.198|     ~|21.610|~                                  |   1|   0
2747|    458.22|[ST92] 1-64                   |*  |05 37 47.187 -69 09 03.11  |16.026|16.714|16.517|     ~|18.408|B1-1.5V-IIIe+                      |   6|   0
2748|    458.24|[SDP2012] 3 128               |pr?|05 39 49.37 -69 10 23.3    |     ~|     ~|22.724|     ~|22.142|~                                  |   1|   0
2749|    458.58|EROS2-star lm003-1k-10630     |LP*|05 40 08.22 -69 08 29.8    |     ~|     ~|     ~|14.921|     ~|~                                  |   1|   0
2750|    458.70|IRSF J05373081-6903219        |*  |05 37 30.801 -69 03 21.87  |     ~|16.42 |16.27 |     ~|     ~|B3III                              |   5|   0
2751|    458.77|HD 269938                     |*  |05 39 25.7443 -69 11 36.138|     ~|11.81 |10.94 |     ~|     ~|G5V                                |   1|   0
2752|    458.77|[SDP2012] 3 133               |pr?|05 39 49.85 -69 10 21.9    |     ~|     ~|22.655|     ~|22.058|~                                  |   1|   0
2753|    458.94|2MASS J05393937-6857528       |LP*|05 39 39.372 -68 57 52.80  |     ~|     ~|17.500|15.192|15.016|~                                  |   2|   0
2754|    459.05|[H88b] 63                     |Cld|05 37 30.0 -69 04 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2755|    459.24|VFTS 167                      |*  |05 37 48.810 -69 09 15.88  |     ~|16.08 |16.07 |     ~|     ~|B1V                                |   5|   0
2756|    459.30|[SDP2012] 3 116               |pr?|05 39 45.96 -69 10 38.6    |     ~|     ~|20.495|     ~|19.567|~                                  |   1|   0
2757|    460.37|IRSF J05402029-6903119        |*  |05 40 20.279 -69 03 12.01  |     ~|15.91 |15.90 |     ~|     ~|B1.5V                              |   5|   0
2758|    460.70|OGLE LMC-RRLYR-20415          |RR*|05 37 29.72 -69 04 58.5    |     ~|     ~|20.986|     ~|19.944|~                                  |   2|   0
2759|    460.74|CXOU J053728.9-690457         |X  |05 37 29.70 -69 04 57.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2760|    460.76|BSDL 2634                     |As*|05 37 47.0 -69 09 06       |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
2761|    460.81|2MASS J05402153-6904237       |SB*|05 40 21.537 -69 04 23.73  |     ~|14.9  |14.96 |     ~|     ~|O9.5II-IIIn                        |   5|   0
2762|    460.82|[M2002] LMC 169297            |s*b|05 37 48.330 -69 09 15.22  |     ~|13.79 |13.8  |     ~|     ~|O9.7Iab                            |   4|   0
2763|    460.92|2MASS J05373664-6907318       |SB*|05 37 36.648 -69 07 31.89  |     ~|13.44 |13.58 |     ~|     ~|O9.7Ib-II                          |   9|   0
2764|    461.13|[NO95] 22                     |X  |05 38 31.1 -69 11 49       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2765|    461.41|VFTS 154                      |SB*|05 37 47.090 -69 09 07.70  |     ~|14.99 |14.94 |     ~|     ~|O8.5V                              |   6|   0
2766|    461.42|[KKB2007] 30 Dor-04           |Y*?|05 37 51.100 -69 09 33.70  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2767|    461.62|[SDP2012] 3 158               |pr?|05 39 54.14 -69 10 05.7    |     ~|     ~|21.477|     ~|21.069|~                                  |   1|   0
2768|    461.75|TYC 9163-983-1                |s*b|05 37 51.0457 -69 09 33.873|     ~|12.46 |12.77 |12.89 |     ~|O9.7Iab                            |  12|   0
2769|    461.95|OGLE LMC-RRLYR-21285          |RR*|05 40 18.69 -69 06 30.0    |     ~|     ~|19.393|     ~|19.052|~                                  |   2|   0
2770|    461.97|NAME TLD1                     |Cl*|05 37 47.0 -69 09 08       |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   2
2771|    462.04|[NO95] 21                     |X  |05 38 26.0 -69 11 41       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2772|    462.33|[ST92] 1-82                   |EB*|05 37 52.95 -69 09 45.8    |     ~|16.41 |16.5  |16.31 |16.082|B2V                                |   8|   0
2773|    462.33|[KDM2001] 5528                |C* |05 40 11.40 -69 00 47.5    |     ~|     ~|17.266|     ~|15.320|C                                  |   2|   0
2774|    462.81|[ST92] 1-65                   |SB*|05 37 47.800 -69 09 14.86  |     ~|14.2  |14.3  |     ~|     ~|O9.5III((n))                       |   6|   0
2775|    462.83|IRSF J05402120-6903296        |*  |05 40 21.220 -69 03 29.40  |     ~|16.78 |16.82 |     ~|     ~|B1V                                |   5|   0
2776|    463.13|CXOU J053759.1-691018         |X  |05 37 59.15 -69 10 18.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2777|    463.59|VFTS 75                       |*  |05 37 34.690 -69 07 13.33  |     ~|16.96 |16.93 |     ~|     ~|B1V                                |   5|   0
2778|    463.59|VFTS 179                      |*  |05 37 51.180 -69 09 37.44  |     ~|17.02 |16.93 |     ~|     ~|B1V                                |   5|   0
2779|    463.64|2MASS J05400633-6900010       |*  |05 40 06.335 -69 00 01.07  |     ~|15.87 |15.32 |     ~|     ~|~                                  |   1|   0
2780|    463.67|[TLD88] 2A                    |*  |05 37 46.6 -69 09 08       |     ~|14.26 |14.13 |     ~|     ~|O4(f)(n)p                          |   2|   0
2781|    463.68|IRSF J05373262-6906407        |*  |05 37 32.592 -69 06 40.59  |     ~|16.05 |15.99 |     ~|     ~|O8V(n)                             |   6|   0
2782|    464.06|[SDP2012] 3 113               |pr?|05 39 43.59 -69 10 53.2    |     ~|     ~|20.442|     ~|19.766|~                                  |   1|   0
2783|    464.22|OGLE LMC-ECL-21072            |EB*|05 37 52.18 -69 09 44.2    |     ~|     ~|19.704|     ~|19.419|~                                  |   1|   0
2784|    464.49|VFTS 151                      |SB*|05 37 46.520 -69 09 08.79  |     ~|     ~|     ~|     ~|     ~|O6.5II(f)p                         |   9|   0
2785|    464.53|UCAC2 1803244                 |SB*|05 37 41.95 -69 08 33.5    |14.195|14.985|14.917|15.09 |14.749|O9.5IV:                            |   6|   0
2786|    465.02|OGLE LMC-RRLYR-21139          |RR*|05 39 46.39 -69 10 44.0    |     ~|     ~|21.311|     ~|19.828|~                                  |   2|   0
2787|    465.07|OGLE LMC-ECL-22098            |EB*|05 40 22.04 -69 03 49.7    |     ~|     ~|17.137|     ~|17.035|~                                  |   1|   0
2788|    465.16|2MASS J05395009-6858254       |LP*|05 39 50.097 -68 58 25.46  |     ~|     ~|17.173|     ~|15.190|~                                  |   1|   0
2789|    465.19|IRSF J05374670-6909112        |** |05 37 46.710 -69 09 11.27  |     ~|15.36 |15.30 |     ~|     ~|O9III((n))                         |   6|   0
2790|    465.28|2MASS J05372905-6903445       |SB*|05 37 29.059 -69 03 44.53  |     ~|15.79 |15.56 |     ~|     ~|O8.5V+O9.5IV                       |   5|   0
2791|    465.30|VFTS 211                      |*  |05 37 57.340 -68 58 41.89  |     ~|16.44 |16.56 |     ~|     ~|B1V                                |   4|   0
2792|    465.58|Brey 73                       |WR*|05 37 46.3440 -69 09 09.360|     ~|12.222|12.11 |     ~|     ~|WN6(h)                             |  16|   1
2793|    465.70|VFTS 295                      |*  |05 38 18.250 -68 57 26.27  |     ~|16.26 |16.33 |     ~|     ~|B0-0.5V                            |   5|   0
2794|    465.78|[SDP2012] 3 100               |pr?|05 39 41.63 -69 11 02.0    |     ~|     ~|22.708|     ~|22.069|~                                  |   1|   0
2795|    465.82|[SDP2012] 3 155               |pr?|05 39 52.15 -69 10 20.8    |     ~|     ~|22.258|     ~|21.583|~                                  |   1|   0
2796|    466.39|VFTS 145                      |SB*|05 37 46.080 -69 09 08.85  |     ~|14.49 |14.30 |     ~|     ~|O8fp                               |   7|   0
2797|    466.50|2MASS J05393821-6857404       |Y*O|05 39 38.212 -68 57 40.45  |19.776|19.809|18.984|17.650|17.663|~                                  |   4|   0
2798|    466.56|OGLE LMC-ECL-20975            |SB*|05 37 38.80 -69 08 08.5    |     ~|15.22 |15.4  |15.18 |14.853|O9III(n)                           |   5|   0
2799|    466.71|[SDP2012] 3 99                |pr?|05 39 40.96 -69 11 05.3    |     ~|     ~|22.870|     ~|22.023|~                                  |   1|   0
2800|    466.76|VFTS 780                      |*  |05 39 21.660 -68 57 01.58  |     ~|16.62 |16.73 |     ~|     ~|B1.5V                              |   5|   0
2801|    466.99|HTR 22                        |*  |05 39 26.7 -69 11 43       |     ~|11.73 |10.82 |     ~|     ~|M                                  |   0|   0
2802|    466.99|IRSF J05374638-6909120        |SB*|05 37 46.410 -69 09 12.15  |     ~|15.42 |15.30 |     ~|     ~|O9.5III                            |   4|   0
2803|    467.09|IRSF J05402263-6904061        |*  |05 40 22.615 -69 04 05.96  |     ~|16.11 |16.18 |     ~|     ~|B0.5V                              |   5|   0
2804|    467.28|AL 382                        |Em*|05 39 10.945 -68 56 46.84  |     ~|14.74 |14.58 |14.69 |     ~|B0.5IIIe+                          |   7|   0
2805|    467.35|2MASS J05383341-6911588       |X  |05 38 33.42 -69 11 58.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   4|   0
2806|    467.50|VFTS 399                      |*  |05 38 33.410 -69 11 59.05  |     ~|15.91 |15.83 |     ~|     ~|O9IIIn                             |   8|   0
2807|    468.19|CXOU J053743.4-690901         |X  |05 37 44.35 -69 08 59.3    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2808|    468.19|[ST92] 1-53                   |*  |05 37 44.35 -69 08 59.3    |     ~|18.75 |17.6  |     ~|     ~|F                                  |   0|   0
