ra,ra_error,dec,dec_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_pmra_corr,ra_pmdec_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmdec_corr,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,ruwe,phot_g_mean_mag,bp_rp,dr2_radial_velocity
84.53255590970011,0.038080778,-69.27639866101393,0.040916294,1.85122,1.7964103976392292,0.05614204,0.44712992696295156,0.049832527,0.042742528,-0.028275756,-0.0842621,-1.18577955E-4,-0.32880992,-0.1991326,299,0,1.0677763,16.22923,0.062618256,
84.5284568456149,0.057109658,-69.27825631496778,0.056214765,1.9270939,1.885383420277308,0.081206754,0.3987733398423999,0.069788754,0.01931058,-0.0151149165,-0.0893983,-0.033447407,-0.2542215,-0.14659335,300,2,1.3525856,16.489649,0.12418747,
84.5424315736729,0.0482791,-69.27882261503278,0.046312347,1.8589936,1.7366102631195184,0.06620578,0.6633567163697898,0.05772355,0.09977258,-0.066371,-0.14690943,-0.10322208,-0.38138992,-0.074226305,285,1,1.1533686,16.604734,0.4848976,
84.53513551326407,17.185167,-69.27727140421979,4.133833,,,,,,0.99158627,,,,,,58,1,,16.44526,,
84.54905975298047,0.013034552,-69.27195084813705,0.012586457,1.8613797,1.7734093494077878,0.018093193,0.5654678416527243,0.01611847,0.09617662,-0.062240206,-0.14564274,-0.08256794,-0.3469102,-0.14713989,301,3,1.1043934,13.382521,2.377119,273.95923
84.55943112287228,0.053175576,-69.27680206601751,0.04908575,1.298338,1.1891883942809045,0.07921929,0.5210688966613932,0.06255592,0.070201196,-0.10393098,-0.07565133,-0.025480885,-0.26478824,-0.16676103,301,7,1.4238614,16.374453,0.08651352,
84.55063021317522,0.048850205,-69.27119419754169,0.04982171,7.070194,6.188397823384337,0.07338944,-3.419265112602835,0.06387026,0.114264384,-0.063678905,-0.12283118,-0.07334884,-0.3831539,-0.07549176,305,2,1.0186851,16.916933,0.99168587,
84.5384196829169,0.028151313,-69.2762484916299,0.028265378,1.7645544,1.6191074374358738,0.041005455,0.7015292305009256,0.036095638,0.09019606,-0.0588422,-0.1431981,-0.09295749,-0.3255715,-0.12470524,308,0,1.099777,15.418913,-0.030887604,
84.52407372809492,0.034490503,-69.27270931255559,0.033921868,1.7811861,1.707700355470549,0.05088869,0.5063433518172618,0.04358954,0.07745473,-0.04019613,-0.108094424,-0.04994686,-0.30120084,-0.13654806,313,3,1.0244606,16.097874,-0.011991501,
84.5304152399585,0.022323312,-69.2735497339026,0.021165019,1.7513049,1.6405053676857677,0.031530555,0.6130339852508574,0.026726,0.030020185,0.020884061,-0.124830976,-0.04482857,-0.22443464,-0.1923129,305,2,1.4342341,12.657659,2.620079,266.59033
84.52982772526984,0.026807776,-69.27452476661662,0.027110346,1.7052201,1.6337244761470484,0.037897095,0.48858982630186304,0.03314219,0.02195679,-0.033415176,-0.083242826,0.0022769293,-0.2976603,-0.22272833,301,0,1.3855805,14.806201,0.12574959,
84.4818380140765,0.029160837,-69.28853207170796,0.030481664,1.7388427,1.6546599065051157,0.04276969,0.5344852597552252,0.038372077,0.0057054693,-0.044382587,-0.05537134,0.0018842747,-0.32379213,-0.097502254,294,2,1.0547085,15.8833,0.14491367,
84.4821555686562,0.04612795,-69.28286628691048,0.046116874,1.8928229,1.8032662209610937,0.063716516,0.5753340598425898,0.058790293,0.1631975,-0.1265068,-0.15139106,-0.10759011,-0.31827703,-0.07229764,274,1,0.96916735,16.65289,0.3686142,
